DATEPRD,WELL_BORE_CODE,NPD_WELL_BORE_CODE,NPD_WELL_BORE_NAME,NPD_FIELD_CODE,NPD_FIELD_NAME,NPD_FACILITY_CODE,NPD_FACILITY_NAME,ON_STREAM_HRS,AVG_CHOKE_SIZE_P,AVG_CHOKE_UOM,FLOW_KIND,WELL_TYPE,AVG_DOWNHOLE_PRESSURE_PSI,AVG_DOWNHOLE_TEMPERATURE_F,AVG_DP_TUBING_PSI,AVG_ANNULUS_PRESS_PSI,DP_CHOKE_SIZE_PSI,AVG_WHP_P_PSI,BORE_WI_VOL_STB_D,AVG_WHT_P,BORE_OIL_VOL_STB_D,BORE_GAS_VOL_MSCF_D,BORE_WAT_VOL_STB_D,GOR_MSCF_STB,WCUT
2007-10-06,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-10-07,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-10-08,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-10-09,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-10-10,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-10-11,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-10-12,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-10-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-10-14,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-10-15,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-10-16,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-10-17,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-10-18,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-10-19,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-10-20,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-10-21,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-10-22,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-10-23,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-10-24,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-10-25,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-10-26,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-10-27,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-10-28,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-10-29,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-10-30,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-10-31,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-11-01,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-11-02,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-11-03,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-11-04,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-11-05,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-11-06,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-11-07,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-11-08,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-11-09,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-11-10,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-11-11,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-11-12,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-11-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-11-14,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-11-15,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-11-16,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-11-17,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-11-18,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-11-19,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-11-20,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-11-21,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-11-22,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-11-23,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-11-24,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-11-25,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-11-26,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-11-27,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-11-28,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-11-29,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-11-30,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-12-01,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-12-02,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-12-03,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-12-04,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-12-05,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-12-06,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-12-07,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-12-08,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-12-09,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-12-10,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-12-11,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-12-12,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-12-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-12-14,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-12-15,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-12-16,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-12-17,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-12-18,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-12-19,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-12-20,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-12-21,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-12-22,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-12-23,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-12-24,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-12-25,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-12-26,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-12-27,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-12-28,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-12-29,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-12-30,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2007-12-31,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2008-01-01,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,,injection,WI,,,,,0.0,,,,,,,,
2008-01-02,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,,injection,WI,,,,,0.0,,,,,,,,
2008-01-03,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,,injection,WI,,,,,0.0,,,,,,,,
2008-01-04,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,,injection,WI,,,,,0.0,,,,,,,,
2008-01-05,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,,injection,WI,,,,,0.0,,,,,,,,
2008-01-06,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,,injection,WI,,,,,0.0,,,,,,,,
2008-01-07,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,,injection,WI,,,,,0.0,,,,,,,,
2008-01-08,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,,injection,WI,,,,,0.0,,,,,,,,
2008-01-09,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,,injection,WI,,,,,0.0,,,,,,,,
2008-01-10,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,,injection,WI,,,,,0.0,,,,,,,,
2008-01-11,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,,injection,WI,,,,,0.0,,,,,,,,
2008-01-12,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,,injection,WI,,,,,0.0,,,,,,,,
2008-01-13,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,,injection,WI,,,,,0.0,,,,,,,,
2008-01-14,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,,injection,WI,,,,,0.0,,,,,,,,
2008-01-15,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,,injection,WI,,,,,0.0,,,,,,,,
2008-01-16,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,,injection,WI,,,,,0.0,,,,,,,,
2008-01-17,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,,injection,WI,,,,,0.0,,,,,,,,
2008-01-18,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,,injection,WI,,,,,0.0,,,,,,,,
2008-01-19,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,,injection,WI,,,,,0.0,,,,,,,,
2008-01-20,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,,injection,WI,,,,,0.0,,,,,,,,
2008-01-21,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,,injection,WI,,,,,0.0,,,,,,,,
2008-01-22,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2008-01-23,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2008-01-24,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2008-01-25,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2008-01-26,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2008-01-27,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,,injection,WI,,,,,,,,,,,,,
2008-01-28,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2008-01-29,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2008-01-30,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2008-01-31,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,injection,WI,,,,,,,,,,,,,
2008-02-01,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,,injection,WI,,,,,0.0,,,,,,,,
2008-02-02,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,,injection,WI,,,,,0.0,,,,,,,,
2008-02-03,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,,injection,WI,,,,,0.0,,,,,,,,
2008-02-04,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,,injection,WI,,,,,0.0,,,,,,,,
2008-02-05,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,,injection,WI,,,,,0.0,,,,,,,,
2008-02-06,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,,injection,WI,,,,,0.0,,,,,,,,
2008-02-07,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,,injection,WI,,,,,0.0,,,,,,,,
2008-02-08,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,,injection,WI,,,,,0.0,,,,,,,,
2008-02-09,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,,injection,WI,,,,,0.0,,,,,,,,
2008-02-10,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,,injection,WI,,,,,0.0,,,,,,,,
